Title,Authors,Category,Link
Modeling Others' Minds as Code,Kunal Jha; Aydan Yuenan Huang; Eric Ye; Natasha Jaques; Max Kleiman-Weiner,cs.AI,https://arxiv.org/abs/2510.01272
Identifying Information-Transfer Nodes in a Recurrent Neural Network Reveals Dynamic Representations,Arend Hintze; Asadullah Najam; Jory Schossau,N/A,https://arxiv.org/abs/2510.01271
Safe Reinforcement Learning-Based Vibration Control: Overcoming Training Risks with LQR Guidance,Rohan Vitthal Thorat; Juhi Singh; Rajdip Nayek,N/A,https://arxiv.org/abs/2510.01269
AdaDetectGPT: Adaptive Detection of LLM-Generated Text with Statistical Guarantees,Hongyi Zhou; Jin Zhu; Pingfan Su; Kai Ye; Ying Yang; Shakeel A O B Gavioli-Akilagun; Chengchun Shi,cs.CL,https://arxiv.org/abs/2510.01268
Lung Cancer Survival Prediction Using Machine Learning and Statistical Methods,Varun Vishwanathan Nair; Victor Miranda Soberanis,stat.AP,https://arxiv.org/abs/2510.01267
RLP: Reinforcement as a Pretraining Objective,Ali Hatamizadeh; Syeda Nahida Akter; Shrimai Prabhumoye; Jan Kautz; Mostofa Patwary; Mohammad Shoeybi; Bryan Catanzaro; Yejin Choi,N/A,https://arxiv.org/abs/2510.01265
A Framework for Scalable Heterogeneous Multi-Agent Adversarial Reinforcement Learning in IsaacLab,Isaac Peterson; Christopher Allred; Jacob Morrey; Mario Harper,N/A,https://arxiv.org/abs/2510.01264
Budgeted Broadcast: An Activity-Dependent Pruning Rule for Neural Network Efficiency,Yaron Meirovitch; Fuming Yang; Jeff Lichtman; Nir Shavit,N/A,https://arxiv.org/abs/2510.01263
RSTGCN: Railway-centric Spatio-Temporal Graph Convolutional Network for Train Delay Prediction,Koyena Chowdhury; Paramita Koley; Abhijnan Chakraborty; Saptarshi Ghosh,N/A,https://arxiv.org/abs/2510.01262
Adaptive Federated Learning Defences via Trust-Aware Deep Q-Networks,Vedant Palit,N/A,https://arxiv.org/abs/2510.01261
Kant: An Efficient Unified Scheduling System for Large-Scale AI Clusters,Lingling Zeng; Gen Zhang; Jialin Peng; Xiang Xu; Yuan Xu; Lijun Ma,cs.DC,https://arxiv.org/abs/2510.01256
OR-Toolformer: Modeling and Solving Operations Research Problems with Tool Augmented Large Language Models,Jianzhang Zhang; Jialong Zhou; Chuang Liu,cs.AI,https://arxiv.org/abs/2510.01253
GPT and Prejudice: A Sparse Approach to Understanding Learned Representations in Large Language Models,Mariam Mahran; Katharina Simbeck,cs.CL,https://arxiv.org/abs/2510.01252
Efficient Uncertainty Estimation for LLM-based Entity Linking in Tabular Data,Carlo Bono; Federico Belotti; Matteo Palmonari,cs.CL,https://arxiv.org/abs/2510.01251
Redundancy-as-Masking: Formalizing the Artificial Age Score (AAS) to Model Memory Aging in Generative AI,Seyma Yaman Kayadibi,cs.CL,https://arxiv.org/abs/2510.01242
RSAVQ: Riemannian Sensitivity-Aware Vector Quantization for Large Language Models,Zukang Xu; Xing Hu; Qiang Wu; Dawei Yang,N/A,https://arxiv.org/abs/2510.01240
Silent Tokens; Loud Effects: Padding in LLMs,Rom Himelstein; Amit LeVi; Yonatan Belinkov; Avi Mendelson,cs.CL,https://arxiv.org/abs/2510.01238
GRPO++: Enhancing Dermatological Reasoning under Low Resource Settings,Ismam Nur Swapnil; Aranya Saha; Tanvir Ahmed Khan; Mohammad Ariful Haque,cs.CL,https://arxiv.org/abs/2510.01236
Automated Extraction of Material Properties using LLM-based AI Agents,Subham Ghosh; Abhishek Tewari,N/A,https://arxiv.org/abs/2510.01235
Trustworthy Summarization via Uncertainty Quantification and Risk Awareness in Large Language Models,Shuaidong Pan; Di Wu,cs.CL,https://arxiv.org/abs/2510.01231
Who is In Charge? Dissecting Role Conflicts in Instruction Following,Siqi Zeng,cs.CL,https://arxiv.org/abs/2510.01228
EEFSUVA: A New Mathematical Olympiad Benchmark,Nicole N Khatibi; Daniil A. Radamovich; Michael P. Brenner,cs.CL,https://arxiv.org/abs/2510.01227
Discourse vs emissions: Analysis of corporate narratives; symbolic practices; and mimicry through LLMs,Bertrand Kian Hassani; Yacoub Bahini; Rizwan Mushtaq,cs.CL,https://arxiv.org/abs/2510.01222
Towards Open-Ended Discovery for Low-Resource NLP,Bonaventure F. P. Dossou; Henri Aïdasso,cs.CL,https://arxiv.org/abs/2510.01220
Control the Temperature: Selective Sampling for Diverse and High-Quality LLM Outputs,Sergey Troshin; Wafaa Mohammed; Yan Meng; Christof Monz; Antske Fokkens; Vlad Niculae,N/A,https://arxiv.org/abs/2510.01218
Accelerating Long-Term Molecular Dynamics with Physics-Informed Time-Series Forecasting,Hung Le; Sherif Abbas; Minh Hoang Nguyen; Van Dai Do; Huu Hiep Nguyen; Dung Nguyen,N/A,https://arxiv.org/abs/2510.01206
Mamba Outpaces Reformer in Stock Prediction with Sentiments from Top Ten LLMs,Lokesh Antony Kadiyala; Amir Mirzaeinia,q-fin.ST,https://arxiv.org/abs/2510.01203
Location Matters: Leveraging Multi-Resolution Geo-Embeddings for Housing Search,Ivo Silva; Pedro Nogueira; Guilherme Bonaldo,cs.IR,https://arxiv.org/abs/2510.01196
Efficient Probabilistic Visualization of Local Divergence of 2D Vector Fields with Independent Gaussian Uncertainty,Timbwaoga A. J. Ouermi; Eric Li; Kenneth Moreland; Dave Pugmire; Chris R. Johnson; Tushar M. Athawale,stat.CO,https://arxiv.org/abs/2510.01190
Dirichlet-Prior Shaping: Guiding Expert Specialization in Upcycled MoEs,Leyla Mirvakhabova; Babak Ehteshami Bejnordi; Gaurav Kumar; Hanxue Liang; Wanru Zhao; Paul Whatmough,N/A,https://arxiv.org/abs/2510.01185
Temporal Score Rescaling for Temperature Sampling in Diffusion and Flow Models,Yanbo Xu; Yu Wu; Sungjae Park; Zhizhuo Zhou; Shubham Tulsiani,N/A,https://arxiv.org/abs/2510.01184
BroRL: Scaling Reinforcement Learning via Broadened Exploration,Jian Hu; Mingjie Liu; Ximing Lu; Fang Wu; Zaid Harchaoui; Shizhe Diao; Yejin Choi; Pavlo Molchanov; Jun Yang; Jan Kautz; Yi Dong,N/A,https://arxiv.org/abs/2510.01180
TOUCAN: Synthesizing 1.5M Tool-Agentic Data from Real-World MCP Environments,Zhangchen Xu; Adriana Meza Soria; Shawn Tan; Anurag Roy; Ashish Sunil Agrawal; Radha Poovendran; Rameswar Panda,N/A,https://arxiv.org/abs/2510.01179
COM-BOM: Bayesian Exemplar Search for Efficiently Exploring the Accuracy-Calibration Pareto Frontier,Gaoxiang Luo; Aryan Deshwal,N/A,https://arxiv.org/abs/2510.01178
Audio Driven Real-Time Facial Animation for Social Telepresence,Jiye Lee; Chenghui Li; Linh Tran; Shih-En Wei; Jason Saragih; Alexander Richard; Hanbyul Joo; Shaojie Bai,cs.GR,https://arxiv.org/abs/2510.01176
On the Benefits of Weight Normalization for Overparameterized Matrix Sensing,Yudong Wei; Liang Zhang; Bingcong Li; Niao He,N/A,https://arxiv.org/abs/2510.01175
EditTrack: Detecting and Attributing AI-assisted Image Editing,Zhengyuan Jiang; Yuyang Zhang; Moyang Guo; Neil Zhenqiang Gong,cs.CR,https://arxiv.org/abs/2510.01173
Fiaingen: A financial time series generative method matching real-world data quality,Jože M. Rožanec; Tina Žezlin; Laurentiu Vasiliu; Dunja Mladenić; Radu Prodan; Dumitru Roman,N/A,https://arxiv.org/abs/2510.01169
A first-order method for constrained nonconvex--nonconcave minimax problems under a local Kurdyka-Łojasiewicz condition,Zhaosong Lu; Xiangyuan Wang,math.OC,https://arxiv.org/abs/2510.01168
Simultaneous Multi-objective Alignment Across Verifiable and Non-verifiable Rewards,Yiran Shen; Yu Xia; Jonathan Chang; Prithviraj Ammanabrolu,N/A,https://arxiv.org/abs/2510.01167
GRAD: Generative Retrieval-Aligned Demonstration Sampler for Efficient Few-Shot Reasoning,Oussama Gabouj; Kamel Charaf; Ivan Zakazov; Nicolas Baldwin; Robert West,cs.CL,https://arxiv.org/abs/2510.01165
How Does the Pretraining Distribution Shape In-Context Learning? Task Selection; Generalization; and Robustness,Waïss Azizian; Ali Hasan,N/A,https://arxiv.org/abs/2510.01163
Prosperity before Collapse: How Far Can Off-Policy RL Reach with Stale Data on LLMs?,Haizhong Zheng; Jiawei Zhao; Bedi Chen,N/A,https://arxiv.org/abs/2510.01161
Multi-Marginal Flow Matching with Adversarially Learnt Interpolants,Oskar Kviman; Kirill Tamogashev; Nicola Branchini; Víctor Elvira; Jens Lagergren; Nikolay Malkin,N/A,https://arxiv.org/abs/2510.01159
Neural Hamilton--Jacobi Characteristic Flows for Optimal Transport,Yesom Park; Shu Liu; Mo Zhou; Stanley Osher,N/A,https://arxiv.org/abs/2510.01153
mR3: Multilingual Rubric-Agnostic Reward Reasoning Models,David Anugraha; Shou-Yi Hung; Zilu Tang; Annie En-Shiun Lee; Derry Tanti Wijaya; Genta Indra Winata,cs.CL,https://arxiv.org/abs/2510.01146
Generalized Parallel Scaling with Interdependent Generations,Harry Dong; David Brandfonbrener; Eryk Helenowski; Yun He; Mrinal Kumar; Han Fang; Yuejie Chi; Karthik Abinav Sankararaman,cs.AI,https://arxiv.org/abs/2510.01143
Sample-Efficient Differentially Private Fine-Tuning via Gradient Matrix Denoising,Ali Dadsetan; Frank Rudzicz,N/A,https://arxiv.org/abs/2510.01137
TabINR: An Implicit Neural Representation Framework for Tabular Data Imputation,Vincent Ochs; Florentin Bieder; Sidaty el Hadramy; Paul Friedrich; Stephanie Taha-Mehlitz; Anas Taha; Philippe C. Cattin,N/A,https://arxiv.org/abs/2510.01136
Prompt Curriculum Learning for Efficient LLM Post-Training,Zhaolin Gao; Joongwon Kim; Wen Sun; Thorsten Joachims; Sid Wang; Richard Yuanzhe Pang; Liang Tan,N/A,https://arxiv.org/abs/2510.01135
A Practitioner's Guide to Multi-turn Agentic Reinforcement Learning,Ruiyi Wang; Prithviraj Ammanabrolu,N/A,https://arxiv.org/abs/2510.01132
Credit Default Prediction with Projected Quantum Feature Models and Ensembles,Andras Ferenczi; Dagen Wang; Mariya Bessonova; Sutapa Samanta; Todd Hodges; John Hancock; Guillermo Mijares Vilariño; Amol Deshmukh; Mariana LaDue; Girish Pillai; Hilary Packer,quant-ph,https://arxiv.org/abs/2510.01129
Rethinking Thinking Tokens: LLMs as Improvement Operators,Lovish Madaan; Aniket Didolkar; Suchin Gururangan; John Quan; Ruan Silva; Ruslan Salakhutdinov; Manzil Zaheer; Sanjeev Arora; Anirudh Goyal,N/A,https://arxiv.org/abs/2510.01123
Breaking the Euclidean Barrier: Hyperboloid-Based Biological Sequence Analysis,Sarwan Ali; Haris Mansoor; Murray Patterson,N/A,https://arxiv.org/abs/2510.01118
Eliciting Chain-of-Thought Reasoning for Time Series Analysis using Reinforcement Learning,Felix Parker; Nimeesha Chan; Chi Zhang; Kimia Ghobadi,N/A,https://arxiv.org/abs/2510.01116
Privacy Preserved Federated Learning with Attention-Based Aggregation for Biometric Recognition,Kassahun Azezew; Minyechil Alehegn; Tsega Asresa; Bitew Mekuria; Tizazu Bayh; Ayenew Kassie; Amsalu Tesema; Animut Embiyale,N/A,https://arxiv.org/abs/2510.01113
The causal structure of galactic astrophysics,Harry Desmond; Joseph Ramsey,astro-ph.GA,https://arxiv.org/abs/2510.01112
Augmenting LLMs for General Time Series Understanding and Prediction,Felix Parker; Nimeesha Chan; Chi Zhang; Kimia Ghobadi,N/A,https://arxiv.org/abs/2510.01111
Geometric Properties of Neural Multivariate Regression,George Andriopoulos; Zixuan Dong; Bimarsha Adhikari; Keith Ross,N/A,https://arxiv.org/abs/2510.01105
Theory of Scaling Laws for In-Context Regression: Depth; Width; Context and Time,Blake Bordelon; Mary I. Letey; Cengiz Pehlevan,N/A,https://arxiv.org/abs/2510.01098
Optimizing Fairness in Production Planning: A Human-Centric Approach to Machine and Workforce Allocation,Alexander Nasuta; Alessandro Cisi; Sylwia Olbrych; Gustavo Vieira; Rui Fernandes; Lucas Paletta; Marlene Mayr; Rishyank Chevuri; Robert Woitsch; Hans Aoyang Zhou; Anas Abdelrazeq; Robert H. Schmitt,cs.AI,https://arxiv.org/abs/2510.01094
Optimal placement of wind farms via quantile constraint learning,Wenxiu Feng; Antonio Alcántara; Carlos Ruiz,N/A,https://arxiv.org/abs/2510.01093
Physics-Informed Machine Learning Approach in Augmenting RANS Models Using DNS Data and DeepInsight Method on FDA Nozzle,Hossein Geshani; Mehrdad Raisee Dehkordi; Masoud Shariat Panahi,physics.flu-dyn,https://arxiv.org/abs/2510.01091
Dynamical system reconstruction from partial observations using stochastic dynamics,Viktor Sip; Martin Breyton; Spase Petkoski; Viktor Jirsa,N/A,https://arxiv.org/abs/2510.01089
Multi-Actor Multi-Critic Deep Deterministic Reinforcement Learning with a Novel Q-Ensemble Method,Andy Wu; Chun-Cheng Lin; Rung-Tzuo Liaw; Yuehua Huang; Chihjung Kuo; Chia Tong Weng,N/A,https://arxiv.org/abs/2510.01083
Predicting Diabetic Retinopathy Using a Two-Level Ensemble Model,Mahyar Mahmoudi; Tieming Liu,N/A,https://arxiv.org/abs/2510.01074
Eliciting Secret Knowledge from Language Models,Bartosz Cywiński; Emil Ryd; Rowan Wang; Senthooran Rajamanoharan; Neel Nanda; Arthur Conmy; Samuel Marks,N/A,https://arxiv.org/abs/2510.01070
Compose Your Policies! Improving Diffusion-based or Flow-based Robot Policies via Test-time Distribution-level Composition,Jiahang Cao; Yize Huang; Hanzhong Guo; Rui Zhang; Mu Nan; Weijian Mai; Jiaxu Wang; Hao Cheng; Jingkai Sun; Gang Han; Wen Zhao; Qiang Zhang; Yijie Guo; Qihao Zheng; Chunfeng Song; Xiao Li; Ping Luo; Andrew F. Luo,cs.RO,https://arxiv.org/abs/2510.01068
ReSWD: ReSTIR'd; not shaken. Combining Reservoir Sampling and Sliced Wasserstein Distance for Variance Reduction,Mark Boss; Andreas Engelhardt; Simon Donné; Varun Jampani,cs.GR,https://arxiv.org/abs/2510.01061
GEM: A Gym for Agentic LLMs,Zichen Liu; Anya Sims; Keyu Duan; Changyu Chen; Simon Yu; Xiangxin Zhou; Haotian Xu; Shaopan Xiong; Bo Liu; Chenmien Tan; Chuen Yang Beh; Weixun Wang; Hao Zhu; Weiyan Shi; Diyi Yang; Michael Shieh; Yee Whye Teh; Wee Sun Lee; Min Lin,N/A,https://arxiv.org/abs/2510.01051
Interpreting Language Models Through Concept Descriptions: A Survey,Nils Feldhus; Laura Kopf,cs.CL,https://arxiv.org/abs/2510.01048
Authentic Discrete Diffusion Model,Xiao Li; Jiaqi Zhang; Shuxiang Zhang; Tianshui Chen; Liang Lin; Guangrun Wang,cs.CV,https://arxiv.org/abs/2510.01047
Macro-Dipole-Constrainted Learning of Atomic Charges for Accurate Electrostatic Potentials at Electrochemical Interfaces,Jing Yang; Bingxin Li; Samuel Mattoso; Ahmed Abdelkawy; Mira Todorova; Jörg Neugebauer,physics.chem-ph,https://arxiv.org/abs/2510.01042
Gated X-TFC: Soft Domain Decomposition for Forward and Inverse Problems in Sharp-Gradient PDEs,Vikas Dwivedi; Enrico Schiassi; Monica Sigovan; Bruno Sixou,N/A,https://arxiv.org/abs/2510.01039
Activation-Deactivation: A General Framework for Robust Post-hoc Explainable AI,Akchunya Chanchal; David A. Kelly; Hana Chockler,cs.AI,https://arxiv.org/abs/2510.01038
CurES: From Gradient Analysis to Efficient Curriculum Learning for Reasoning LLMs,Yongcheng Zeng; Zexu Sun; Bokai Ji; Erxue Min; Hengyi Cai; Shuaiqiang Wang; Dawei Yin; Haifeng Zhang; Xu Chen; Jun Wang,N/A,https://arxiv.org/abs/2510.01037
Meaningless Tokens; Meaningful Gains: How Activation Shifts Enhance LLM Reasoning,Zeru Shi; Yingjia Wan; Zhenting Wang; Qifan Wang; Fan Yang; Elisa Kreiss; Ruixiang Tang,N/A,https://arxiv.org/abs/2510.01032
Secure and reversible face anonymization with diffusion models,Pol Labarbarie; Vincent Itier; William Puech,cs.CV,https://arxiv.org/abs/2510.01031
Uncovering the Computational Ingredients of Human-Like Representations in LLMs,Zach Studdiford; Timothy T. Rogers; Kushin Mukherjee; Siddharth Suresh,cs.AI,https://arxiv.org/abs/2510.01030
Equivariant Geometric Scattering Networks via Vector Diffusion Wavelets,David R. Johnson; Rishabh Anand; Smita Krishnaswamy; Michael Perlmutter,N/A,https://arxiv.org/abs/2510.01022
The Good; the Bad; and the Sampled: a No-Regret Approach to Safe Online Classification,Tavor Z. Baharav; Spyros Dragazis; Aldo Pacchiano,N/A,https://arxiv.org/abs/2510.01020
Random Feature Spiking Neural Networks,Maximilian Gollwitzer; Felix Dietrich,N/A,https://arxiv.org/abs/2510.01012
The trigger design for AdvCam,Leonid Burmistrov,astro-ph.IM,https://arxiv.org/abs/2510.01011
Integrating AI and Ensemble Forecasting: Explainable Materials Planning with Scorecards and Trend Insights for a Large-Scale Manufacturer,Saravanan Venkatachalam,cs.AI,https://arxiv.org/abs/2510.01006
TextCAM: Explaining Class Activation Map with Text,Qiming Zhao; Xingjian Li; Xiaoyu Cao; Xiaolong Wu; Min Xu,cs.CV,https://arxiv.org/abs/2510.01004
Riemannian Consistency Model,Chaoran Cheng; Yusong Wang; Yuxin Chen; Xiangxin Zhou; Nanning Zheng; Ge Liu,N/A,https://arxiv.org/abs/2510.00983
It Takes Two: Your GRPO Is Secretly DPO,Yihong Wu; Liheng Ma; Lei Ding; Muzhi Li; Xinyu Wang; Kejia Chen; Zhan Su; Zhanguang Zhang; Chenyang Huang; Yingxue Zhang; Mark Coates; Jian-Yun Nie,N/A,https://arxiv.org/abs/2510.00977
Adaptive Federated Few-Shot Rare-Disease Diagnosis with Energy-Aware Secure Aggregation,Aueaphum Aueawatthanaphisut,cs.AI,https://arxiv.org/abs/2510.00976
Machine Learning Approaches for Classifying Star-Forming Galaxies and Active Galactic Nuclei from MIGHTEE-Detected Radio Sources in the COSMOS Field,Walter Silima; Fangxia An; Mattia Vaccari; Eslam A. Hussein; S. Randriamampandry,astro-ph.GA,https://arxiv.org/abs/2510.00969
Local aggregate multiscale processes: A scalable; machine-learning-compatible spatial model,Daisuke Murakami; Alexis Comber; Takahiro Yoshida; Narumasa Tsutsumida; Chris Brunsdon; Tomoki Nakaya,stat.ME,https://arxiv.org/abs/2510.00968
Structuring Automotive Data for Systems Engineering: A Taxonomy-Based Approach,Carl Philipp Hohl; Philipp Reis; Tobias Schürmann; Stefan Otten; Eric Sax,eess.SY,https://arxiv.org/abs/2510.00963
Bridging the Gap Between Simulated and Real Network Data Using Transfer Learning,Carlos Güemes-Palau; Miquel Ferriol-Galmés; Jordi Paillisse-Vilanova; Albert López-Brescó; Pere Barlet-Ros; Albert Cabellos-Aparicio,cs.NI,https://arxiv.org/abs/2510.00956
Modeling Market States with Clustering and State Machines,Christian Oliva; Silviu Gabriel Tinjala,cs.CE,https://arxiv.org/abs/2510.00953
Large Reasoning Models Learn Better Alignment from Flawed Thinking,ShengYun Peng; Eric Smith; Ivan Evtimov; Song Jiang; Pin-Yu Chen; Hongyuan Zhan; Haozhu Wang; Duen Horng Chau; Mahesh Pasupuleti; Jianfeng Chi,N/A,https://arxiv.org/abs/2510.00938
Reinforcement Learning with Verifiable yet Noisy Rewards under Imperfect Verifiers,Xin-Qiang Cai; Wei Wang; Feng Liu; Tongliang Liu; Gang Niu; Masashi Sugiyama,N/A,https://arxiv.org/abs/2510.00915
RiskPO: Risk-based Policy Optimization via Verifiable Reward for LLM Post-Training,Tao Ren; Jinyang Jiang; Hui Yang; Wan Tian; Minhao Zou; Guanghao Li; Zishi Zhang; Qinghao Wang; Shentao Qin; Yanjun Zhao; Rui Tao; Hui Shao; Yijie Peng,N/A,https://arxiv.org/abs/2510.00911
BoMGene: Integrating Boruta-mRMR feature selection for enhanced Gene expression classification,Bich-Chung Phan; Thanh Ma; Huu-Hoa Nguyen; Thanh-Nghi Do,N/A,https://arxiv.org/abs/2510.00907
TubeDAgger: Reducing the Number of Expert Interventions with Stochastic Reach-Tubes,Julian Lemmel; Manuel Kranzl; Adam Lamine; Philipp Neubauer; Radu Grosu; Sophie A. Neubauer,eess.SY,https://arxiv.org/abs/2510.00906
Intuitions of Machine Learning Researchers about Transfer Learning for Medical Image Classification,Yucheng Lu; Hubert Dariusz Zając; Veronika Cheplygina; Amelia Jiménez-Sánchez,cs.CV,https://arxiv.org/abs/2510.00902
Rectifying Regression in Reinforcement Learning,Alex Ayoub; David Szepesvári; Alireza Baktiari; Csaba Szepesvári; Dale Schuurmans,N/A,https://arxiv.org/abs/2510.00885
COMMET: orders-of-magnitude speed-up in finite element method via batch-vectorized neural constitutive updates,Benjamin Alheit; Mathias Peirlinck; Siddhant Kumar,cs.CE,https://arxiv.org/abs/2510.00884
GLAI: GreenLightningAI for Accelerated Training through Knowledge Decoupling,Jose I. Mestre; Alberto Fernández-Hernández; Cristian Pérez-Corral; Manuel F. Dolz; Jose Duato; Enrique S. Quintana-Ortí,N/A,https://arxiv.org/abs/2510.00883
AI-CNet3D: An Anatomically-Informed Cross-Attention Network with Multi-Task Consistency Fine-tuning for 3D Glaucoma Classification,Roshan Kenia; Anfei Li; Rishabh Srivastava; Kaveri A. Thakoor,cs.CV,https://arxiv.org/abs/2510.00882
False Discovery Rate Control via Bayesian Mirror Statistic,Marco Molinari; Magne Thoresen,stat.ME,https://arxiv.org/abs/2510.00875
Reducción de ruido por medio de autoencoders: caso de estudio con la señal GW150914,Fernanda Zapata Bascuñán; Darío Fernando Mendieta,N/A,https://arxiv.org/abs/2510.00873
A Visual Diagnostics Framework for District Heating Data: Enhancing Data Quality for AI-Driven Heat Consumption Prediction,Kristoffer Christensen; Bo Nørregaard Jørgensen; Zheng Grace Ma,N/A,https://arxiv.org/abs/2510.00872
Target Population Synthesis using CT-GAN,Tanay Rastogi; Daniel Jonsson,N/A,https://arxiv.org/abs/2510.00871
The Data-Quality Illusion: Rethinking Classifier-Based Quality Filtering for LLM Pretraining,Thiziri Nait Saada; Louis Bethune; Michal Klein; David Grangier; Marco Cuturi; Pierre Ablin,N/A,https://arxiv.org/abs/2510.00866
Population Synthesis using Incomplete Information,Tanay Rastogi; Daniel Jonsson; Anders Karlström,N/A,https://arxiv.org/abs/2510.00859
Can World Models Benefit VLMs for World Dynamics?,Kevin Zhang; Kuangzhi Ge; Xiaowei Chi; Renrui Zhang; Shaojun Shi; Zhen Dong; Sirui Han; Shanghang Zhang,cs.CV,https://arxiv.org/abs/2510.00855
Agentic AI meets Neural Architecture Search: Proactive Traffic Prediction for AI-RAN,Abdelaziz Salama; Mohammed M. H. Qazzaz; Zeinab Nezami; Maryam Hafeez; Syed Ali Raza Zaidi,eess.SP,https://arxiv.org/abs/2510.00851
Mechanistic Interpretability as Statistical Estimation: A Variance Analysis of EAP-IG,Maxime Méloux; François Portet; Maxime Peyrard,N/A,https://arxiv.org/abs/2510.00845
LLM Routing with Dueling Feedback,Chao-Kai Chiang; Takashi Ishida; Masashi Sugiyama,N/A,https://arxiv.org/abs/2510.00841
Benchmarking Machine Learning Models for Fault Classification and Localization in Power System Protection,Julian Oelhaf; Georg Kordowich; Changhun Kim; Paula Andrea Pérez-Toro; Christian Bergler; Andreas Maier; Johann Jäger; Siming Bayer,cs.AI,https://arxiv.org/abs/2510.00831
Non-Euclidean Broximal Point Method: A Blueprint for Geometry-Aware Optimization,Kaja Gruntkowska; Peter Richtárik,math.OC,https://arxiv.org/abs/2510.00823
CGSim: A Simulation Framework for Large Scale Distributed Computing Environment,Sairam Sri Vatsavai; Raees Khan; Kuan-Chieh Hsu; Ozgur O. Kilic; Paul Nilsson; Tatiana Korchuganova; David K. Park; Sankha Dutta; Yihui Ren; Joseph Boudreau; Tasnuva Chowdhury; Shengyu Feng; Jaehyung Kim; Scott Klasky; Tadashi Maeno; Verena Ingrid Martinez; Norbert Podhorszki; Frédéric Suter; Wei Yang; Yiming Yang; Shinjae Yoo; Alexei Klimentov; Adolfy Hoisie,cs.DC,https://arxiv.org/abs/2510.00822
Stabilizing Policy Gradients for Sample-Efficient Reinforcement Learning in LLM Reasoning,Luckeciano C. Melo; Alessandro Abate; Yarin Gal,N/A,https://arxiv.org/abs/2510.00819
Learn to Guide Your Diffusion Model,Alexandre Galashov; Ashwini Pokle; Arnaud Doucet; Arthur Gretton; Mauricio Delbracio; Valentin De Bortoli,N/A,https://arxiv.org/abs/2510.00815
Are Time Series Foundation Models Susceptible to Catastrophic Forgetting?,Nouha Karaouli; Denis Coquenet; Elisa Fromont; Martial Mermillod; Marina Reyboz,N/A,https://arxiv.org/abs/2510.00809
MG2FlowNet: Accelerating High-Reward Sample Generation via Enhanced MCTS and Greediness Control,Rui Zhu; Xuan Yu; Yudong Zhang; Chen Zhang; Xu Wang; Yang Wang,N/A,https://arxiv.org/abs/2510.00805
Online Minimization of Polarization and Disagreement via Low-Rank Matrix Bandits,Federico Cinus; Yuko Kuroki; Atsushi Miyauchi; Francesco Bonchi,N/A,https://arxiv.org/abs/2510.00803
Guiding Evolutionary Molecular Design: Adding Reinforcement Learning for Mutation Selection,Gaelle Milon-Harnois; Chaimaa Touhami; Nicolas Gutowski; Benoit Da Mota; Thomas Cauchy,N/A,https://arxiv.org/abs/2510.00802
Complex System Exploration with Interactive Human Guidance,Bastien Morel; Clément Moulin-Frier; Pascal Barla,N/A,https://arxiv.org/abs/2510.00794
Machine Learning Difference Charge Density,Xiwen Li; LiangLiang Hong; Yingwei Chen; Hongjun Xiang,cond-mat.mtrl-sci,https://arxiv.org/abs/2510.00788
In-Place Feedback: A New Paradigm for Guiding LLMs in Multi-Turn Reasoning,Youngbin Choi; Minjong Lee; Saemi Moon; Seunghyuk Cho; Chaehyeon Chung; MoonJeong Park; Dongwoo Kim,N/A,https://arxiv.org/abs/2510.00777
GeoGraph: Geometric and Graph-based Ensemble Descriptors for Intrinsically Disordered Proteins,Eoin Quinn; Marco Carobene; Jean Quentin; Sebastien Boyer; Miguel Arbesú; Oliver Bent,q-bio.BM,https://arxiv.org/abs/2510.00774
Downgrade to Upgrade: Optimizer Simplification Enhances Robustness in LLM Unlearning,Yicheng Lang; Yihua Zhang; Chongyu Fan; Changsheng Wang; Jinghan Jia; Sijia Liu,N/A,https://arxiv.org/abs/2510.00761
LEAP: Local ECT-Based Learnable Positional Encodings for Graphs,Juan Amboage; Ernst Röell; Patrick Schnider; Bastian Rieck,N/A,https://arxiv.org/abs/2510.00757
How Foundational are Foundation Models for Time Series Forecasting?,Nouha Karaouli; Denis Coquenet; Elisa Fromont; Martial Mermillod; Marina Reyboz,N/A,https://arxiv.org/abs/2510.00742
Discovering Communities in Continuous-Time Temporal Networks by Optimizing L-Modularity,Victor Brabant; Angela Bonifati; Rémy Cazabet,cs.SI,https://arxiv.org/abs/2510.00741
TD-JEPA: Latent-predictive Representations for Zero-Shot Reinforcement Learning,Marco Bagatella; Matteo Pirotta; Ahmed Touati; Alessandro Lazaric; Andrea Tirinzoni,N/A,https://arxiv.org/abs/2510.00739
Approximation of differential entropy in Bayesian optimal experimental design,Chuntao Chen; Tapio Helin; Nuutti Hyvönen; Yuya Suzuki,N/A,https://arxiv.org/abs/2510.00734
Neural Diffusion Processes for Physically Interpretable Survival Prediction,Alessio Cristofoletto; Cesare Rollo; Giovanni Birolo; Piero Fariselli,N/A,https://arxiv.org/abs/2510.00733
Extreme Blind Image Restoration via Prompt-Conditioned Information Bottleneck,Hongeun Kim; Bryan Sangwoo Kim; Jong Chul Ye,cs.CV,https://arxiv.org/abs/2510.00728
CroSTAta: Cross-State Transition Attention Transformer for Robotic Manipulation,Giovanni Minelli; Giulio Turrisi; Victor Barasuol; Claudio Semini,cs.RO,https://arxiv.org/abs/2510.00726
